1,663,6/11/2013,Lululemon Athletica,LULU,Crt Capital,Sam Poser,Buy,Neutral,90,75,Downgrade
2,664,11/14/2013,Lululemon Athletica,LULU,Crt Capital,Sam Poser,Neutral,Underperform,75,56,Downgrade
3,357,10/16/2014,Lululemon Athletica,LULU,Macquarie,Laurent Vasilescu,Neutral,Underperform,40,34,Downgrade
4,694,3/30/2017,Lululemon Athletica,LULU,Susquehanna,Sam Poser,Positive,Neutral,82,57,Downgrade
5,573,7/25/2024,Lululemon Athletica,LULU,Citi,Paul Lejuez,Buy,Neutral,300,300,Downgrade
6,125,8/2/2024,Lululemon Athletica,LULU,,Brooke Roach,Buy,Neutral,286,286,Downgrade
7,125,8/2/2024,Lululemon Athletica,LULU,,Brooke Roach,Buy,Neutral,286,286,Downgrade
8,473,7/22/2025,Lululemon Athletica,LULU,,Matthew Boss,Overweight,Neutral,224,224,Downgrade
9,378,9/5/2025,Lululemon Athletica,LULU,,Lorraine Hutchinson,Buy,Neutral,210,210,Downgrade
