Row,Date,Company Name,Ticker,Broker,Analyst,Rating Before,Rating After,Price Target Before,Price Target After
266,8/28/2023,Costco Wholesale,COST,Telsey Advisory,Joseph Feldman,Outperform,Outperform,575,575
491,8/31/2023,Costco Wholesale,COST,Stifel,Mark Astrachan,Buy,Buy,575,575
196,9/8/2023,Costco Wholesale,COST,Evercore,Greg Melich,Outperform,Outperform,600,600
267,9/18/2023,Costco Wholesale,COST,Telsey Advisory,Joseph Feldman,Outperform,Outperform,575,575
521,9/26/2023,Costco Wholesale,COST,D.A. Davidson,Michael Baker,Neutral,Neutral,478,570
268,9/27/2023,Costco Wholesale,COST,Telsey Advisory,Joseph Feldman,Outperform,Outperform,575,575
741,9/27/2023,Costco Wholesale,COST,Baml,Robert Ohmes,Buy,Buy,610,610
14,9/27/2023,Costco Wholesale,COST,Roth Mkm,Bill Kirk,Neutral,Neutral,502,502
26,9/27/2023,Costco Wholesale,COST,,Bobby Griffin,Outperform,Outperform,580,580
831,10/5/2023,Costco Wholesale,COST,,Scot Ciccarelli,Buy,Buy,619,619
269,10/19/2023,Costco Wholesale,COST,Telsey Advisory,Joseph Feldman,Outperform,Outperform,600,600
270,11/2/2023,Costco Wholesale,COST,Telsey Advisory,Joseph Feldman,Outperform,Outperform,600,600
492,11/30/2023,Costco Wholesale,COST,Stifel,Mark Astrachan,Buy,Buy,615,615
832,11/30/2023,Costco Wholesale,COST,,Scot Ciccarelli,Buy,Buy,619,619
782,12/15/2023,Costco Wholesale,COST,Oppenheimer,Rupesh Parikh,Outperform,Outperform,675,675
213,12/29/2023,Costco Wholesale,COST,Tigress Partners,Ivan Feinseth,Buy,Buy,745,745
783,2/2/2024,Costco Wholesale,COST,Oppenheimer,Rupesh Parikh,Outperform,Outperform,760,760
345,2/8/2024,Costco Wholesale,COST,Goldman Sachs,Kate Mcshane,Buy,Buy,749,749
176,2/8/2024,Costco Wholesale,COST,,George Kelly,Equal Weight,Equal Weight,675,675
484,3/8/2024,Costco Wholesale,COST,Stifel,Mark Astrachan,Buy,Buy,735,800
524,3/8/2024,Costco Wholesale,COST,D.A. Davidson,Michael Baker,Neutral,Neutral,600,680
367,3/11/2024,Costco Wholesale,COST,Bmo,Kelly Bania,Outperform,Outperform,800,800
271,4/4/2024,Costco Wholesale,COST,Telsey Advisory,Joseph Feldman,Outperform,Outperform,800,800
272,4/11/2024,Costco Wholesale,COST,Telsey Advisory,Joseph Feldman,Outperform,Outperform,800,800
528,4/11/2024,Costco Wholesale,COST,D.A. Davidson,Michael Baker,Neutral,Neutral,680,680
434,4/11/2024,Costco Wholesale,COST,Loop Capital,Laura Champine,Buy,Buy,830,820
594,4/23/2024,Costco Wholesale,COST,Citi,Paul Lejuez,Neutral,Neutral,630,710
273,5/6/2024,Costco Wholesale,COST,Telsey Advisory,Joseph Feldman,Outperform,Outperform,800,800
439,5/9/2024,Costco Wholesale,COST,Loop Capital,Laura Champine,Buy,Buy,820,840
197,5/14/2024,Costco Wholesale,COST,,Greg Melich,Outperform,Outperform,820,820
