,Row,Date,Company Name,Ticker,Broker,Analyst,Rating Before,Rating After,Price Target Before,Price Target After,Score Before,Score After ,Event Type
259,163,7/15/2019,Amazon.com Inc,AMZN,Morgan Stanley,Brian Nowak,Overweight,Overweight,2300,2300,1,1,No change
260,14,7/26/2019,Amazon.com Inc,AMZN,Raymond James,Aaron Kessler,Outperform,Outperform,2225,2225,1,1,No change
261,559,9/27/2019,Amazon.com Inc,AMZN,NaN,Ike Boruchow,Outperform,Outperform,2200,2300,1,1,No change
262,1193,10/25/2019,Amazon.com Inc,AMZN,Roth Mkm,Rohit Kulkarni,Buy,Buy,2350,2350,1,1,No change
263,947,1/31/2020,Amazon.com Inc,AMZN,Rbc,Mark Mahaney,Outperform,Outperform,125,135,1,1,No change
264,235,1/31/2020,Amazon.com Inc,AMZN,Monness Crespi & Hardt,Brian White,Buy,Buy,112.5,132.5,1,1,No change
265,18,1/31/2020,Amazon.com Inc,AMZN,Raymond James,Aaron Kessler,Outperform,Outperform,101,120,1,1,No change
266,706,1/31/2020,Amazon.com Inc,AMZN,Telsey Advisory,Joseph Feldman,Outperform,Outperform,2040,2400,1,1,No change
267,473,1/31/2020,Amazon.com Inc,AMZN,Ubs,Eric Sheridan,Buy,Buy,2250,2450,1,1,No change
268,585,2/5/2020,Amazon.com Inc,AMZN,Citi,Jason Bazinet,Buy,Buy,2400,2400,1,1,No change
269,236,5/1/2020,Amazon.com Inc,AMZN,Monness Crespi & Hardt,Brian White,Buy,Buy,132.5,140,1,1,No change
270,1192,5/1/2020,Amazon.com Inc,AMZN,Roth Mkm,Rohit Kulkarni,Buy,Buy,2550,2550,1,1,No change
271,1043,5/1/2020,Amazon.com Inc,AMZN,Canaccord,Michael Graham,Buy,Buy,2550,2550,1,1,No change
272,888,5/1/2020,Amazon.com Inc,AMZN,Canaccord,Maria Ripps,Buy,Buy,2550,2550,1,1,No change
273,1535,5/1/2020,Amazon.com Inc,AMZN,Truist,Youssef Squali,Buy,Buy,2550,2550,1,1,No change
274,1039,7/1/2020,Amazon.com Inc,AMZN,Canaccord,Michael Graham,Buy,Buy,2750,3300,1,1,No change
275,1042,7/31/2020,Amazon.com Inc,AMZN,Canaccord,Michael Graham,Buy,Buy,3400,3600,1,1,No change
276,19,7/31/2020,Amazon.com Inc,AMZN,Raymond James,Aaron Kessler,Outperform,Outperform,126.25,175,1,1,No change
277,237,7/31/2020,Amazon.com Inc,AMZN,Monness Crespi & Hardt,Brian White,Buy,Buy,175,187.5,1,1,No change
278,484,7/31/2020,Amazon.com Inc,AMZN,Ubs,Eric Sheridan,Buy,Buy,150,200,1,1,No change
279,887,7/31/2020,Amazon.com Inc,AMZN,Canaccord,Maria Ripps,Buy,Buy,3400,3600,1,1,No change
280,852,7/31/2020,Amazon.com Inc,AMZN,Deutsche Bank,Lloyd Walmsley,Buy,Buy,166.65,200,1,1,No change
281,807,7/31/2020,Amazon.com Inc,AMZN,Needham,Laura Martin,Buy,Buy,160,185,1,1,No change
282,709,7/31/2020,Amazon.com Inc,AMZN,Telsey Advisory,Joseph Feldman,Outperform,Outperform,3500,3500,1,1,No change
283,1470,9/25/2020,Amazon.com Inc,AMZN,NaN,Thomas Champion,Overweight,Overweight,193,193,1,1,No change
284,341,10/7/2020,Amazon.com Inc,AMZN,Benchmark,Daniel Kurnos,Buy,Buy,183.75,190,1,1,No change
285,697,10/30/2020,Amazon.com Inc,AMZN,Td Cowen,John Blackledge,Outperform,Outperform,200,207.5,1,1,No change
286,447,11/4/2020,Amazon.com Inc,AMZN,China Renaissance,Ella Ji,Buy,Hold,168,200,1,0,Downgrade
287,243,2/3/2021,Amazon.com Inc,AMZN,Monness Crespi & Hardt,Brian White,Buy,Buy,200,212.5,1,1,No change
